"Name","Country","Height"
"Bram Rigg Top","E","672"
"Rogan's Seat","E","672"
"Water Crag","E","668"
"Knoutberry Hill","E","668"
"Little Fell","E","667"
"Black Fell","E","664"
"Nine Standards Rigg","E","662"
"Long Man Hill","E","658"
"Grey Nag","E","656"
"Outberry Plain","E","656"
"White Mossy Hill","E","659"
"Three Pikes","E","651"
"Swarth Fell Pike","E","651"
"Viewing Hill","E","649"
"Black Hill","E","645"
"Fell Head","E","640"
"Yarlside","E","639"
"Tom Smith's Stone Top","E","637"
"Fiend's Fell","E","634"
"Stangend Rigg","E","634"
"Randygill Top","E","624"
"Bush Howe","E","623"
"Cold Fell","E","621"
"Long Fell","E","623.5"
"Bellbeaver Rigg","E","620.1"
"Bink Moss","E","619"
"Bullman Hills","E","610"
"The Dodd","E","614"
"Flinty Fell","E","614.6"
"Middlehope Moor [Burtree Fell]","E","612"
"Bullman Hills South Top","E","614"
"Thack Moor","E","609.65"
"Arant Haw","E","605"
"Green Bell","E","605"
"Hoove","E","554.6"
"Kisdon","E","498.6"
"Dufton Pike","E","481"
"Beacon Hill","E","286"
"Crinkle Crags - Third Crinkle [Gunson Knott]","E","840"
"Great Scoat Fell","E","802"
"Whernside","E","736"
"Ingleborough","E","724"
"Great Whernside","E","704"
"Buckden Pike","E","702"
"Pen-y-ghent","E","694"
"Great Coum","E","687"
"Plover Hill","E","679.9"
"Great Knoutberry Hill","E","672"
"Dodd Fell Hill","E","668"
"Fountains Fell","E","668"
"Fountains Fell South Top","E","663.4"
"Simon Fell","E","649"
"Yockenthwaite Moor","E","643"
"Green Hill","E","627.5"
"Gragareth","E","628"
"Tor Mere Top","E","628"
"Darnbrook Fell","E","624"
"Drumaldrace","E","614"
"Calf Top","E","609.61"
"Horse Head Moor","E","609.3"
"Birks Fell","E","610.4"
"Little Whernside","E","605"
"High Green Field Knott","E","603.2"
"Aye Gill Pike","E","556"
"Thorpe Fell Top","E","506"
"Rombalds Moor [Ilkley Moor]","E","402"
"Sharp Haw","E","357"
"The Chevin","E","282"
"Kinder Scout","E","636.3"
"Bleaklow Head","E","633"
"Higher Shelf Stones","E","622"
"Black Hill","E","582"
"Ward's Stone","E","563"
"Shining Tor","E","559"
"Pendle Hill","E","557"
"White Hill","E","544"
"Fair Snape Fell","E","521"
"Boulsworth Hill - Lad Law","E","518"
"Hail Storm Hill","E","476.7"
"Win Hill","E","463.4"
"Winter Hill","E","456.5"
"Freeholds Top","E","454"
"Bull Hill","E","418"
"Easington Fell","E","396"
"Gun","E","385"
"Longridge Fell - Spire Hill","E","349.9"
"The Cloud","E","343"
"Mow Cop - Trig Point","E","335.2"
"Lees Moor","E","304"
"Raw Head","E","227.1"
"Billinge Hill","E","179.3"
"Urra Moor - Round Hill","E","454"
"Cringle Moor - Drake Howe","E","434"
"Gisborough Moor","E","328"
"Bishop Wilton Wold","E","247.9"
"Eston Nab","E","242.9"
"Seamer Beacon","E","189"
"Normanby Top [The Wolds]","E","168"
"Brown Clee Hill","E","540"
"Stiperstones","E","536.9"
"Titterstone Clee Hill","E","533.2"
"Long Mynd - Pole Bank","E","516.6"
"Caer Caradoc Hill","E","459.5"
"Heath Mynd","E","452.6"
"The Wrekin","E","406.9"
"Ragleth Hill","E","398"
"Sunnyhill","E","393"
"Burrow","E","358"
"Callow Hill","E","336"
"View Edge","E","321"
"Earl's Hill","E","319.5"
"Merbach Hill","E","318"
"Buck Stone","E","279"
"Coppet Hill","E","200.8"
"Hergest Ridge","E","426.9"
"Worcestershire Beacon","E","425"
"Bradnor Hill","E","391"
"High Vinnalls","E","375"
"Garway Hill","E","366"
"Wapley Hill","E","329"
"Shobdon Hill","E","326"
"May Hill","E","296"
"Burton Hill","E","294"
"Ruardean Hill","E","290"
"Abberley Hill","E","283"
"Aconbury Hill","E","276"
"Seager Hill","E","272"
"Seager Hill South Top","E","272"
"Hegdon Hill","E","255"
"Grendon Green","E","254"
"Cleeve Hill","E","330"
"Walton Hill","E","316"
"Bredon Hill","E","299"
"Milk Hill","E","294.3"
"Bardon Hill","E","279.9"
"Wendover Woods [Haddington Hill]","E","267.5"
"Alderton Hill","E","203"
"Robins Wood Hill","E","198"
"High Willhays","E","622"
"Yes Tor","E","618.6"
"Cut Hill","E","603.8"
"Hangingstone Hill","E","604.6"
"Brown Willy","E","420"
"Mardon Down","E","357.1"
"Kit Hill","E","334"
"Hensbarrow Beacon","E","313"
"Christ Cross","E","261"
"Carnmenellis","E","252"
"Watch Croft [White Downs]","E","253"
"Beacon Hill (Lundy)","E","144"
"Dunkery Beacon","E","519"
"Wills Neck","E","386"
"Beacon Batch","E","325"
"Staple Hill","E","315"
"Selworthy Beacon","E","308"
"Periton Hill","E","297"
"Long Knoll","E","288"
"Lewesdon Hill","E","278.6"
"Win Green","E","277"
"Pilsdon Pen","E","277"
"Bulbarrow Hill","E","274"
"Dundry Down","E","233"
"Swyre Head","E","206.6"
"Hardown Hill","E","207"
"Nine Barrow Down","E","200"
"Bleadon Hill [Loxton Hill]","E","175.5"
"Glastonbury Tor","E","158"
"Walbury Hill","E","297"
"Leith Hill","E","295"
"Black Down","E","280"
"Butser Hill","E","270"
"Botley Hill (old GR)","E","267"
"Littleton Down","E","254.9"
"Ditchling Beacon","E","248"
"Crowborough","E","242"
"St Boniface Down","E","242"
"Crowborough (old GR)","E","240"
"Chanctonbury Ring [Chanctonbury Hill]","E","240"
"Firle Beacon","E","217"
"Brighstone Down","E","214"
"Wilmington Hill","E","214"
"Detling Hill [North Downs]","E","202.2"
"Cheriton Hill","E","187.7"
"Cliffe Hill","E","164.3"
"Tennyson Down","E","147"
"Sron Bealach Beithe","S","1104"
"Beinn a' Chroin","S","941.4"
"Pen Pumlumon Llygad-bychan [Plynlimon East Top] (B&L GR)","W","724"
"Wether Hill","E","674"
"Thornthwaite Crag North Top","E","710"
"Murton Fell (B&L GR)","E","674"
"Tinside Rigg","E","624"
"Sails","E","666"
"Sron a' Chaoineidh","S","870"
"Meall nan Eanchainn","S","858"
"Creag nan Eun","S","852"
"Meall nan Oighreag","S","833"
"Meall nam Fuaran","S","805"
"Meall nam Fuaran North Top","S","797"
"Choinneachain Hill","S","787"
"Carn Chois","S","786"
"Stonefield Hill","S","771"
"Meall na Caora","S","765"
"Stob Coire Bhuidhe","S","856.8"
"Meall Reamhar","S","844.2"
"Stob Glas","S","830.6"
"Meall an Fhiodhain","S","818.5"
"Meall Dhamh","S","813.6"
"Cam Chreag","S","812.6"
"Meall an Fhiodhain West Top","S","792"
"Ptarmigan","S","778"
"Stac a' Chuirn","S","852.4"
"The Cobbler North Peak","S","870"
"The Cobbler South Peak","S","858.4"
"A' Chrois","S","848"
"Binnein an Fhidhleir","S","811"
"Little Hills West","S","808"
"Ceann Garbh","S","804"
"Little Hills East","S","793"
"Creag Tharsuinn","S","781"
"Ben Vorlich South Top","S","780"
"Beinn Dubh","S","774.4"
"Beinn Chuirn South Top","S","773"
"Creag an Fheadain","S","888"
"Meall nan Eun","S","874"
"Meall Daill","S","874.7"
"An Grianan","S","862.6"
"Meall Cruinn","S","829.8"
"Meall na Feithe Faide","S","828.2"
"Meall Buidhe West Top","S","824.6"
"Creag Mhor","S","822"
"Meallan Odhar","S","814.5"
"Meall Breac","S","802"
"Guala Mhor","S","798"
"Creag a' Chaorainn [Meall Phubuill]","S","796.5"
"Geal Charn","S","792"
"Meall nan Aighean","S","790.3"
"Creag Riabhach","S","779.8"
"Meall Tionail","S","892.9"
"Sgiath Chuil East Top","S","883.3"
"Meall na Samhna","S","866"
"Meall na Cnap Laraich","S","846"
"Creag an Lochain","S","840.2"
"Meall Ton Eich","S","815"
"Creag an Tulabhain","S","809"
"Meall Eoghainn","S","808.4"
"Beinn Bhreac","S","797.8"
"Meall Taurnie [Meall Taurnaigh]","S","792"
"Creag nam Bodach","S","778.8"
"Sron Gharbh [Sron Garbh]","S","875"
"Stob Dubh","S","866.4"
"Aonach Dubh","S","889.9"
"Beinn Sgulaird South Top","S","863"
"Meall Garbh","S","848"
"Aonach Dubh a' Ghlinne","S","845"
"Beinn Fhionnlaidh East Top","S","841"
"Sgorr Dhonuill West Top","S","824"
"Beinn Fhada Far East Top","S","823"
"Meall Garbh","S","804"
"Stob Coire nan Easain","S","778"
"Trilleachan Slabs","S","767"
"Meall nan Tri Tighearnan","S","891.8"
"Meall Odhar","S","890"
"Beinn Eunaich East Top","S","880"
"Meall Tarsuinn","S","877"
"Aonach Mor","S","867"
"Beinn Ceitlein","S","845"
"Beinn Toaig","S","834"
"Meall Copagach","S","810"
"Creag a' Bhealaich","S","774"
"Beinn a' Bhric","S","874.2"
"Leum Uilleim South Top","S","847.2"
"Meall a' Bhuirich","S","841"
"Beinn na Caillich","S","764"
"Meall Cruaidh","S","897"
"Meall a' Bhealaich","S","865.3"
"Meall Buidhe","S","863"
"Meall nam Fiadh","S","861"
"Garbh-bheinn","S","857"
"Sron nan Tarmachan","S","842"
"Meall Chaorach","S","815"
"Beinn Pharlagain","S","806.7"
"Meall na Brachdlach","S","802"
"Bogha-cloiche","S","898"
"Meall Odhar Mor","S","891.5"
"A' Mharconaich","S","882"
"Glas Mheall Beag","S","881.5"
"Meallan Buidhe","S","879"
"An Sgulan","S","865"
"Creag an Dubh-chadha","S","840.5"
"Meall Odhar Mor","S","834"
"Glas Meall a' Chumhainn","S","827"
"Bruthach na Craoibhe [Bruthaich na Craoibhe]","S","822.8"
"Am Meadar","S","802.7"
"Sgor Dearg","S","801"
"Beinn Bhoidheach","S","790.2"
"Carn Dearg","S","787"
"Creagan Mor","S","773.2"
"Meall Tionail","S","899.7"
"Beinn a' Chait","S","898.5"
"A' Chioch","S","892"
"Braigh nan Creagan Breac","S","884.9"
"Elrig 'ic an Toisich","S","887"
"Braigh Sron Ghorm","S","879.1"
"Carn a' Chiaraidh","S","871"
"Meall Odhar Loisgte","S","864"
"Conlach Mhor","S","862.7"
"Glas-leathad Feshie","S","859"
"Sron Gharbh","S","852"
"Bruthach nan Creagan","S","854.5"
"Meall an Uillt Chreagaich","S","847"
"Glas-leathad Lorgaidh","S","841"
"Beinn Bhreac NW Top","S","837.2"
"Braigh Coire na Conlaich","S","834.7"
"Leac an Taobhain","S","831"
"Sron a' Chleirich","S","816.2"
"Meall Tionail","S","802.7"
"Braigh Coire Caochan nan Laogh","S","799"
"Sron Odhar","S","793"
"Uchd a' Chlarsair","S","792"
"Sron na Faiceachan","S","791"
"Meall Tionail na Beinne Brice","S","790"
"Beinn Losgarnaich","S","784.4"
"Meall Odhar Ailleag","S","782"
"Leathad na Lice","S","781.4"
"Scarsoch Bheag","S","774"
"Leachdann Feith Seasgachain South Top","S","772"
"Bac na Creige","S","771.2"
"Carn Creagach","S","894"
"Geal Charn","S","878"
"Carn Mor","S","874.1"
"Carn a' Chlarsaich","S","871.1"
"Carn Dallaig","S","857.9"
"Glas Tulaichean North Top","S","858.5"
"Creag an Fhuathais","S","853"
"Creag Easgaidh","S","841.5"
"Carn na Drochaide","S","830"
"Creag Bhreac","S","827"
"Carn Liath","S","818"
"Meall Ruigh Mor Thearlaich","S","815"
"Ben Earb","S","801.7"
"Geal Charn NE Top","S","797"
"Sgor Mor North Top","S","792"
"Carn Dearg","S","786"
"Top of the Battery [Carn Damhaireach]","S","784"
"Carn Geal","S","776.4"
"Carn Dearg North Top","S","770"
"Meall na Spionaig","S","762.9"
"Braid Cairn","S","887"
"Meall an Tionail","S","885"
"Boustie Ley","S","876"
"Crow Craigies South Top","S","871.8"
"Green Hill","S","870"
"Craig Mellon","S","866.2"
"Caisteal na Caillich","S","862"
"Cathelle Houses [Lair of Whitestone]","S","862"
"Meall an t-Slugain","S","849"
"Craig Damff [Cairn Damff]","S","845.5"
"Benty Roads","S","841"
"The Snub","S","835.5"
"Creag an Loch","S","836"
"Easter Balloch","S","833.9"
"Lochnagar NW Top","S","830"
"Bawhelps","S","828.1"
"Cnapan Nathraichean","S","824"
"Carn Dubh","S","822"
"Wester Balloch","S","806"
"Ferrowie","S","801"
"Creag Loisgte","S","795"
"Creag nan Leachda","S","784"
"White Hill","S","776.7"
"Mid Hill","S","772.9"
"Black Hill of Mark","S","774"
"Sandy Hillock","S","768"
"Mallrenheskein","S","765.1"
"Wester Watery Knowe","S","760.6"
"Cnapan Mor","S","893"
"Carn Crom","S","890"
"Creag Dhubh","S","848"
"Carn Bheadhair","S","804"
"Meikle Geal Charn","S","802"
"Meall nan Sleac","S","800"
"Creag a' Chalamain","S","787"
"Beinn a' Chruinnich","S","778"
"Meall an Lundain","S","777"
"Carn Tiekeiver","S","772.1"
"Carn Odhar na Criche","S","895.8"
"Geal Charn","S","889.9"
"Beinn Sgiath","S","887"
"Carn Leac","S","882.8"
"Geal Charn","S","875.6"
"Carn Donnachaidh Beag","S","871.6"
"Gairbeinn North Top","S","868.4"
"Sron a' Bhuirich","S","854.9"
"Carn a' Bhothain Mholaich","S","853"
"Carn an Leth-choin","S","844"
"Leathad Gaothach","S","844"
"Beinn Bhreac","S","843"
"An Staonaig","S","838"
"Sgaraman nam Fiadh North Top","S","831.4"
"Bac nam Fuaran","S","830.2"
"Beinn a' Chrasgain","S","826.7"
"Burrach Mor","S","827"
"Carn Coire na Creiche","S","825"
"An Staonaig West Top","S","822"
"Creag na h-Iolaire","S","814.3"
"Calpa Mor","S","814"
"Blargie Craig","S","813"
"Creag an Dearg Lochain","S","813"
"Carn Sgulain","S","812"
"Carn Icean Duibhe","S","809"
"Beinn Bhreac Mhor","S","807"
"Carn Macoul","S","804.4"
"Poll-gormack Hill","S","805.3"
"Carn Ghriogair","S","806"
"Carn Odhar","S","802"
"Burrach Mor South Top","S","801"
"Carn na Laraiche Maoile South Top","S","797.5"
"Leacann Chorrach","S","795"
"Carn Coire na h-Easgainn","S","791"
"Glas Charn","S","791"
"Carn a' Chuilinn Far East Top","S","788"
"Creag Dhubh","S","787"
"Carn a' Chuilinn East Top","S","785"
"Carn Mhic Iamhair","S","781"
"Beinn Bhuraich","S","781"
"Carn nam Meirleach","S","779"
"Ileach Bhan","S","774"
"Creag an Fhir-eoin","S","775"
"Carn Choire Odhair","S","773"
"Carn Dubh","S","767"
"Carn a' Chuilinn South Top","S","768"
"Geal Charn","S","766"
"Carn Fraoich","S","765.4"
"Creag Mhor","S","766"
"Meall Caca","S","763"
"Meall a' Chaorainn Mor","S","892"
"Carn Dearg","S","888"
"Creag a' Bhanain","S","848"
"Meall a' Mheanbh-chruidh","S","818.5"
"Carn Dearg North Top","S","763"
"Sgurr Beag","S","896"
"Sgurr Coire nan Eiricheallach","S","891"
"Buidhe Bheinn North Top","S","830"
"Cadha nam Bo Ruadha","S","815"
"Beinn Loinne","S","775"
"An Eag","S","871.5"
"Ladhar Bheinn Far South Top","S","858"
"Sgurr a' Chlaidheimh","S","840.7"
"Stob a' Chearcaill","S","840"
"Druim Leac a' Shith","S","839"
"Sgurr a' Chlaidheimh West Top","S","837.5"
"An t-Uiriollach","S","826"
"Druim a' Chuirn","S","822"
"Sgurr Sgeithe","S","793"
"Sgurr Coire nan Gabhar","S","787"
"Sgurr Airigh na Bheinne","S","776.5"
"Sean Mheall","S","888"
"Meall Dubh","S","836.9"
"Streap Comhlaidh","S","898"
"Stob Coire nan Cearc","S","887"
"Sgurr na h-Aide","S","859.8"
"Sgurr a' Choire Riabhaich","S","852"
"Meall an Uillt Chaoil","S","844"
"Meall an Tarmachain","S","826"
"Beinn Gharbh","S","825"
"Sgurr an Ursainn","S","817.3"
"Beinn an Tuim South Top","S","795"
"Fraoch-bheinn","S","790"
"Doire Tana","S","892"
"Faradh Nighean Fhearchair","S","881.2"
"Sgurr na Moraich","S","875.6"
"Beinn Bhuidhe","S","869.5"
"Creag Ghlas","S","856"
"Sgurr an Fhuarail South Top","S","854"
"Meall a' Bhealaich","S","781.2"
"Carn nan Coireachan Cruaidh","S","872"
"Carn a' Choire Bhuidhe","S","847"
"An Reithe","S","845"
"Beinn an Iomaire","S","773"
"Carn Glas Iochdarach","S","771"
"Sgurr na Muice","S","890"
"Carn Eiteige","S","882"
"Carn Gorm","S","875"
"Moruisg East Top","S","872"
"Sgurr a' Phollain","S","855"
"Creag Dhubh Mhor","S","853"
"Garbh-charn","S","854"
"Moruisg Far East Top","S","851"
"Sgurr a' Ghlas Leathaid","S","843.5"
"Toll a' Ghobhain","S","828"
"Sgurr na Feartaig North Top","S","819"
"Beinn Tharsuinn North Top","S","817"
"Sgurr na Feartaig Far West Top","S","805"
"Beinn Tharsuinn West Top","S","795"
"Sgurr na Feartaig West Top","S","797"
"Sgurr Coire nan Eun","S","789"
"Creag Coire na Feola","S","770"
"Meallan Buidhe","S","764.4"
"An Creachal Beag","S","870"
"Creag Feusag","S","863"
"Carn nan Searrach","S","856"
"Mullach a' Ghlas-thuill","S","792"
"Sguman Coinntich North Top","S","789"
"Sgorr na Diollaid West Top","S","777"
"Stuc Loch na Cabhaig","S","888.1"
"Na Rathanan","S","864"
"Baosbheinn North Top","S","841"
"Baosbheinn East Top","S","805"
"Creag an Fhithich","S","801"
"Mainreachan Buttress","S","895"
"Beinn Liath Mhor East Top","S","887"
"Beinn Liath Mhor Far East Top","S","876"
"Creagan Dubh Toll nam Biast","S","867.6"
"Sron Coire an Fhamhair","S","846"
"Sgurr a' Chaorachain North Top","S","773"
"Beinn Liath Mhor South Top","S","769"
"A' Chioch","S","762.4"
"Beinn Bhan South Top","S","763"
"Meall Garbh","S","849.2"
"Beinn Dearg Mor East Top","S","835"
"Meall Garbh","S","818"
"Sgurr Dubh","S","808"
"Sgurr Creag an Eich West Top","S","792.8"
"Sgurr Dubh East Top","S","787"
"Sgurr a' Chadha Dheirg","S","868"
"Faire nam Fiadh","S","798.9"
"Sail Mhor","S","780"
"Beinn Dearg North Top","S","883.8"
"Creag a' Choire Ghranda","S","885.9"
"Cnap Coire Loch Tuath","S","883"
"Iorguill","S","874"
"Creag an Lochain Sgeirich [A'Chaoirnichain Sgeirich]","S","873"
"Toman Coinich","S","862"
"Meall Glac an Ruighe","S","858"
"Bodach Beag","S","836.2"
"Creag Riabhach","S","832.3"
"Creag Bac na Faire","S","809"
"Meall a' Choire Ghlais","S","804"
"Creag Iobhair","S","794"
"Craggan a' Chait","S","778"
"Carn Chuinneag West Top","S","829"
"Meall a' Ghrianain","S","772"
"A' Cheir Ghorm [A' Che'ir Ghorm]","S","866.6"
"Ben Hee North Top","S","851"
"Stob Cadha na Beucaich","S","808"
"Carn Dearg","S","797"
"An t-Sail Mhor","S","778"
"Creag an Lochain [A'Chaoirnichain]","S","807.3"
"Carn nan Conbhairean","S","868"
"Na Tuadhan","S","861.4"
"Creag nan Calman","S","828"
"Sgurr a' Bhasteir","S","900.1"
"Sgurr a' Mhadaidh Far East Top","S","895.8"
"Gars-bheinn","S","894.2"
"Sgurr Thuilm","S","881"
"Sgurr a' Choire Bhig","S","877"
"Bidein Druim nan Ramh","S","869"
"An Caisteal","S","830"
"Clach Glas","S","786"
"Sgurr Beag","S","764"
"Sgurr nan Gillean","S","764"
"A' Chioch","S","867.8"
"Rois-Bheinn West Top","S","877"
"Beinn Odhar Mhor","S","870.2"
"An t-Slat-bheinn","S","830"
"Beinn Coire nan Gall","S","787"
"Beinn a' Chaorainn","S","774"
"Sron a' Ghairbh Choire Mhoir","S","823"
"Meall a' Chuilinn","S","773"
"Sgurr na h-Ighinn","S","766"
"Meall Mor","S","763"
"Maol Odhar","S","794"
"Mullach Buidhe","S","829"
"North Goatfell","S","818"
"Beinn Nuis","S","792.8"
"Monadh an t-Sluichd Leith [Monadh an t-Sluich Leith]","S","800"
"Carn Liath","S","792"
"Letterach","S","788.3"
"Meikle Corr Riabhach","S","779"
"Meall nan Damh","S","670.3"
"Honister Crag [Black Star]","E","634"
"Arnside Knott","E","159.1"
"Caermote Hill","E","289"
"Newton Fell South [Dixon Heights]","E","177"
"nameless (Bannisdale Horseshoe - Ancrow Brow N)","E","541"
"Swinklebank Crag [Ancrow Brow] [nameless (Bannisdale Horseshoe)]","E","554"
"The Forest [Borrowdale Head] [nameless (Bannisdale Horseshoe)]","E","528"
"nameless (Green Quarter) [Hollow Moor East Top]","E","413"
"Naddle High Forest [nameless (Naddle Horseshoe - 1)]","E","435"
"Wallow Crag [nameless (Naddle Horseshoe - 2)]","E","433"
"nameless (Naddle Horseshoe - 3)","E","395"
"nameless (Potter Fell - 1) [Brunt Knott South Top]","E","395"
"nameless (Potter Fell - 2) [Potter Fell]","E","390"
"nameless (School Knott)","E","247"
"Raven's Crag [nameless (Stickle Pike - Raven's Crag)]","E","360.8"
"nameless (Top o' Selside - Brock Barrow)","E","221"
"Beinn Ceannabeinne","S","383"
"Clagh Ouyr","M","551"
"Beinn Rein [Clagh Ouyr North Top]","M","550"
"Beinn-y-Phott","M","544"
"Carraghan","M","500"
"Carnedd y Cribau","W","591"
"Yr Arddu","W","589"
"Iwerddon","W","583"
"Moel Wnion","W","579.9"
"Yr Orsedd","W","559"
"Craig Nyth-y-Gigfran [Y Blaen Llym]","W","554"
"Craig Wen","W","548"
"Moel Eilio","W","546"
"Gyrn","W","541.3"
"Foel-ganol","W","536"
"Moel Dyrnogydd","W","524"
"Bryn Banog","W","520"
"Moel Morfydd [Llantysilio Mountain]","W","549.6"
"Moel y Faen [Llantysilio Mountain]","W","547.1"
"Gorsedd Bran","W","518"
"Eglwyseg Mountain","W","512.1"
"Moel y Gaer","W","503.5"
"Craig Bron-banog","W","501.8"
"Craig Ddrwg","W","596"
"Foel-boeth","W","596"
"Clip","W","595"
"Y Ro Wen","W","598.6"
"Craig y Grut [Llawlech]","W","589"
"Y Gamallt [Graig Goch]","W","588"
"Foel-fras","W","586"
"Moel Farlwyd","W","575.7"
"Moel y Feidiog","W","577"
"Moel yr Wden [Bwlch y Bi]","W","572.2"
"Garnedd Fawr","W","569"
"Craig Wion","W","565.6"
"Graig Wen","W","555.6"
"Orddu","W","555"
"Craig Llyn Du [Rhinog Fawr North Top]","W","553"
"Y Garnedd","W","552"
"Moel Ymenyn","W","550"
"Moel Emoel","W","549"
"Mynydd Bryn-llech","W","545"
"Foel Boeth","W","541"
"Carnedd Iago","W","538"
"Graig Ddu","W","537"
"Moel y Gyrafolen","W","536.8"
"Garn Prys","W","533"
"Moel Cae'r-defaid West Top","W","531.1"
"Foel Fawr","W","528"
"Pen y Bedw East Top","W","527.8"
"Pen y Bedw West Top","W","527.3"
"Craig y Benglog [Moel Cae'r-defaid East Top]","W","525.2"
"Bryn-pig","W","523"
"Craig yr Hafod","W","533.6"
"Rhobell Ganol","W","521"
"Craig Dolfudr North Top [Pennant-Lliw]","W","519"
"Craig Dolfudr","W","518"
"Foel Ystrodur Fawr","W","518"
"Moel Morwynion","W","518.4"
"Mynydd Egryn","W","517"
"Cerrig y Ieirch [Moel Llechwedd-gwyn]","W","511"
"Bryn-mawr","W","510.4"
"Manod Bach","W","511"
"Foel Boeth","W","509"
"Rhobell-y-big","W","504"
"Moel Oernant","W","503"
"Pen y Bwlch Gwyn","W","502"
"Y Garnedd North Top [Moel Gamallt]","W","502"
"Ffridd yr Allt-llwyd","W","500.4"
"Moel Llygoed [Mynydd Coch West Top]","W","598"
"Cefn Coch","W","594"
"Cerrig Coediog","W","591.8"
"Foel Figenau","W","590"
"Rhwng y Ddwynant","W","588"
"Moel yr Henfaes","W","584"
"Mynydd Coch East Top","W","569"
"Moel Eunant","W","568"
"Pen Ochr y Bwlch [Camlan]","W","564.3"
"Bryn Du [Y Fawnen]","W","563"
"Vivod Mountain","W","559"
"Bryn Glas","W","558"
"Bryn-llus","W","547.8"
"Tir Rhiwiog","W","545"
"Foel Benddin","W","541.9"
"Ffordd Gefn [Bryn Gwyn]","W","539"
"Rhiwaedog-uwch-afon","W","539"
"Mynydd Mawr","W","534"
"Craig Rhiwarth","W","532"
"Mynydd Maes-glas [Mynydd Clywedog]","W","532"
"Lledwyn Mawr","W","526"
"Carnedd Das Eithin","W","521"
"Moel Hen-fache","W","521"
"Cyrniau y Llyn","W","518"
"Pen Foel-y-ffridd","W","514"
"Moel Cae-howel","W","508"
"Mynydd Ceiswyn","W","605"
"Mynydd Braich-goch","W","597"
"Graig Goch","W","586"
"Tarren Cwm-ffernol","W","551"
"Braich Ddu [Craig Cwm-llwyd]","W","546"
"Foel y Geifr","W","515"
"Mynydd Fron-fraith","W","514"
"Pen Trum-gwr","W","512.6"
"Godre Fynydd","W","508"
"Esgair Berfa","W","507"
"Mynydd Cwmeiddew","W","507"
"Mynydd Rhyd-galed [Tarrenhendre East Top]","W","502"
"Craig Portas East Top [Mynydd Gartheiniog]","W","587"
"Clipyn Du [Tarren Bwlch-gwyn] [Siambr Trawsfynydd]","W","582"
